handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/126555,"City, Society, and Economy / Institutions / Anatolian-Baghdad Railways / Booklets",AINBAGR001,"Türkiye Cumhuriyeti Anadolu-Bağdat Demiryolları, Şartname-i fenni",,Haydarpaşa: Demiryolları Matbaası,,Open Access,,,,,SALT Araştırma'dan (Kütüphane) temin edilerek tarandığı için demirbaş müzayede numarası yoktur.,,1926,SALT Research,Osmanlı Türkçesi - Ottoman Turkish,Şartname - Specification; Kitapçık - Booklet,"27,2-19,6 cm; Baskı - Print",21,12,,,Sinem Gülmez,,2012-08-01,,,,,,,,,https://archives.saltresearch.org/handle/123456789/126555
